CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
14631,51,3,1006.98,3,3,4,334,Potential Loyalist
14632,263,1,114.56,1,1,1,111,Lost
14633,267,1,344.9,1,1,2,112,Lost
14636,37,2,609.85,3,3,3,333,Potential Loyalist
14638,51,1,443.6,3,1,2,312,Need Attention
14639,53,6,2984.49,3,5,5,355,Potential Loyalist
14640,25,6,2107.38,4,5,5,455,Potential Loyalist
14641,22,1,110.46,4,1,1,411,Need Attention
14642,59,1,96.12,3,1,1,311,Need Attention
14643,171,2,693.81,2,3,3,233,Hibernating
14644,68,2,830.76,3,3,3,333,Potential Loyalist
14645,157,2,597.09,2,3,3,233,Hibernating
14646,2,73,279138.02,5,5,5,555,Champions
14647,202,1,236.04,1,1,1,111,Lost
14649,5,4,1402.59,5,4,4,544,Loyal Customers
14651,68,2,653.75,3,3,3,333,Potential Loyalist
14652,78,1,114.18,2,1,1,211,Lost
14653,2,7,1916.7,5,5,4,554,Loyal Customers
14655,9,4,1932.23,5,4,4,544,Loyal Customers
14656,170,2,291.05,2,3,2,232,Hibernating
14657,18,4,848.22,4,4,3,443,Potential Loyalist
14658,6,2,247.15,5,3,2,532,New Customers
14659,9,9,2529.93,5,5,5,555,Champions
14660,87,2,285.74,2,3,2,232,Hibernating
14661,27,1,107.95,4,1,1,411,Need Attention
14662,29,4,741.37,4,4,3,443,Potential Loyalist
14664,20,2,636.24,4,3,3,433,Potential Loyalist
14665,61,5,1835.7,3,4,4,344,Potential Loyalist
14666,25,1,179.95,4,1,1,411,Need Attention
14667,11,25,9170.79,5,5,5,555,Champions
14669,242,3,1259.24,1,3,4,134,Others
14670,281,2,392.86,1,3,2,132,Hibernating
14672,235,2,765.55,1,3,3,133,Hibernating
14673,4,5,1736.4,5,4,4,544,Loyal Customers
14675,17,1,596.36,4,1,3,413,Promising
14676,32,6,2548.24,4,5,5,455,Potential Loyalist
14680,26,16,28754.11,4,5,5,455,Potential Loyalist
14681,72,3,498.95,3,3,3,333,Potential Loyalist
14682,188,2,52.0,1,3,1,131,Hibernating
14684,26,5,1201.51,4,4,4,444,Potential Loyalist
14687,107,1,628.38,2,1,3,213,Others
14688,8,21,5579.1,5,5,5,555,Champions
14689,209,1,112.8,1,1,1,111,Lost
14690,45,2,355.05,3,3,2,332,Others
14691,31,5,2114.33,4,4,5,445,Potential Loyalist
14692,138,4,591.55,2,4,3,243,Hibernating
14693,265,1,172.9,1,1,1,111,Lost
14696,5,7,2078.95,5,5,5,555,Champions
14697,219,2,188.61,1,3,1,131,Hibernating
14698,2,5,1217.27,5,4,4,544,Loyal Customers
14699,215,1,109.13,1,1,1,111,Lost
14700,33,3,2195.1,4,3,5,435,Potential Loyalist
14701,11,9,2526.09,5,5,5,555,Champions
14702,2,17,3251.79,5,5,5,555,Champions
14703,15,1,318.17,5,1,2,512,Need Attention
14704,20,7,1461.62,4,5,4,454,Potential Loyalist
14705,199,1,179.0,1,1,1,111,Lost
14708,3,3,1126.37,5,3,4,534,Others
14709,16,13,4921.04,4,5,5,455,Potential Loyalist
14710,15,4,599.48,5,4,3,543,Others
14711,11,11,2839.62,5,5,5,555,Champions
14712,30,3,917.07,4,3,3,433,Potential Loyalist
14713,10,11,2662.2,5,5,5,555,Champions
14714,25,1,160.19,4,1,1,411,Need Attention
14715,25,4,867.38,4,4,3,443,Potential Loyalist
14716,44,2,307.51,3,3,2,332,Others
14719,2,5,1581.84,5,4,4,544,Loyal Customers
14720,6,3,663.81,5,3,3,533,New Customers
14722,148,1,180.42,2,1,1,211,Lost
14723,11,6,1120.66,5,5,4,554,Loyal Customers
14725,25,1,655.58,4,1,3,413,Promising
14727,275,1,268.58,1,1,2,112,Lost
14729,374,1,313.49,1,1,2,112,Lost
14730,2,8,1897.57,5,5,4,554,Loyal Customers
14731,48,3,380.02,3,3,2,332,Others
14732,9,8,2702.49,5,5,5,555,Champions
14733,17,12,9585.91,4,5,5,455,Potential Loyalist
14735,4,31,6050.69,5,5,5,555,Champions
14737,4,3,1164.55,5,3,4,534,Others
14738,43,7,1314.45,3,5,4,354,Potential Loyalist
14739,5,7,3902.28,5,5,5,555,Champions
14740,198,3,1448.21,1,3,4,134,Others
14741,12,6,1400.34,5,5,4,554,Loyal Customers
14744,17,7,1099.98,4,5,4,454,Potential Loyalist
14745,113,5,1220.26,2,4,4,244,At Risk
14747,250,1,328.2,1,1,2,112,Lost
14748,30,5,1415.75,4,4,4,444,Potential Loyalist
14752,44,1,389.64,3,1,2,312,Need Attention
14753,88,1,563.15,2,1,3,213,Others
14754,45,2,638.05,3,3,3,333,Potential Loyalist
14755,10,11,5010.28,5,5,5,555,Champions
14756,16,1,738.96,4,1,3,413,Promising
14757,76,1,420.5,2,1,2,212,Lost
14758,145,4,1484.06,2,4,4,244,At Risk
14759,5,3,1625.97,5,3,4,534,Others
14760,298,1,89.2,1,1,1,111,Lost
14761,59,2,255.9,3,3,2,332,Others
14762,264,1,300.52,1,1,2,112,Lost
14764,47,1,278.3,3,1,2,312,Need Attention
14765,30,3,254.11,4,3,2,432,Promising
14766,9,6,2473.37,5,5,5,555,Champions
14768,18,2,192.6,4,3,1,431,Promising
14769,3,8,10415.33,5,5,5,555,Champions
14770,233,2,876.42,1,3,3,133,Hibernating
14772,113,1,139.26,2,1,1,211,Lost
14775,59,3,1011.9,3,3,4,334,Potential Loyalist
14776,52,11,2538.3,3,5,5,355,Potential Loyalist
14778,128,2,730.86,2,3,3,233,Hibernating
14779,281,3,386.15,1,3,2,132,Hibernating
14780,55,2,447.68,3,3,2,332,Others
14782,320,1,200.1,1,1,1,111,Lost
14784,27,2,289.99,4,3,2,432,Promising
14785,11,2,77.4,5,3,1,531,New Customers
14788,8,2,679.44,5,3,3,533,New Customers
14789,29,1,197.64,4,1,1,411,Need Attention
14790,17,4,745.06,4,4,3,443,Potential Loyalist
14792,64,1,6.2,3,1,1,311,Need Attention
14793,22,1,228.99,4,1,1,411,Need Attention
14794,3,7,1319.91,5,5,4,554,Loyal Customers
14795,167,1,131.45000000000002,2,1,1,211,Lost
14796,2,17,7973.93,5,5,5,555,Champions
14798,53,3,173.74,3,3,1,331,Others
14799,52,1,157.7,3,1,1,311,Need Attention
14800,48,12,4331.79,3,5,5,355,Potential Loyalist
14801,62,1,189.34,3,1,1,311,Need Attention
14803,163,3,845.5500000000001,2,3,3,233,Hibernating
14804,9,1,353.27,5,1,2,512,Need Attention
14805,16,4,546.4,4,4,3,443,Potential Loyalist
14806,76,1,193.39,2,1,1,211,Lost
14808,40,8,2718.6,3,5,5,355,Potential Loyalist
14810,41,11,2085.33,3,5,5,355,Potential Loyalist
14813,370,2,152.88,1,3,1,131,Hibernating
14815,37,2,778.5,3,3,3,333,Potential Loyalist
14816,198,1,271.85,1,1,2,112,Lost
14817,201,2,1010.34,1,3,4,134,Others
14818,74,3,657.8,2,3,3,233,Hibernating
14819,65,2,272.07,3,3,2,332,Others
14820,22,4,507.29,4,4,3,443,Potential Loyalist
14821,367,1,48.8,1,1,1,111,Lost
14823,181,3,321.43,1,3,2,132,Hibernating
14824,11,4,1127.71,5,4,4,544,Loyal Customers
14825,4,12,2221.01,5,5,5,555,Champions
14828,197,3,2139.76,1,3,5,135,Others
14829,30,4,697.55,4,4,3,443,Potential Loyalist
14830,54,1,188.03,3,1,1,311,Need Attention
14834,18,6,1720.3,4,5,4,454,Potential Loyalist
14836,11,3,102.45,5,3,1,531,New Customers
14837,90,4,1649.5,2,4,4,244,At Risk
14840,268,1,62.85,1,1,1,111,Lost
14841,54,6,3295.76,3,5,5,355,Potential Loyalist
14842,44,4,2824.69,3,4,5,345,Potential Loyalist
14844,64,4,3189.81,3,4,5,345,Potential Loyalist
14847,149,1,309.4,2,1,2,212,Lost
14849,22,25,7930.54,4,5,5,455,Potential Loyalist
14850,312,1,325.75,1,1,2,112,Lost
14851,24,2,511.35,4,3,3,433,Potential Loyalist
14852,59,6,2836.69,3,5,5,355,Potential Loyalist
14853,25,2,475.8,4,3,2,432,Promising
14854,79,7,2740.03,2,5,5,255,At Risk
14855,120,2,645.65,2,3,3,233,Hibernating
14856,37,3,1290.53,3,3,4,334,Potential Loyalist
14857,60,2,1173.12,3,3,4,334,Potential Loyalist
14859,13,4,1353.74,5,4,4,544,Loyal Customers
14860,20,1,170.32,4,1,1,411,Need Attention
14861,53,1,125.79,3,1,1,311,Need Attention
14862,26,2,841.2,4,3,3,433,Potential Loyalist
14863,30,1,266.76,4,1,2,412,Need Attention
14865,8,2,52.2,5,3,1,531,New Customers
14866,11,11,14353.4,5,5,5,555,Champions
14867,186,3,710.28,1,3,3,133,Hibernating
14868,4,8,2953.59,5,5,5,555,Champions
14869,9,2,721.45,5,3,3,533,New Customers
14870,262,1,327.25,1,1,2,112,Lost
14871,4,4,501.28,5,4,3,543,Others
14873,211,1,519.68,1,1,3,113,Others
14875,108,2,1465.32,2,3,4,234,Others
14878,13,9,1476.09,5,5,4,554,Loyal Customers
14880,78,3,690.59,2,3,3,233,Hibernating
14881,20,1,255.4,4,1,2,412,Need Attention
14882,27,2,589.7,4,3,3,433,Potential Loyalist
14883,19,6,761.59,4,5,3,453,Potential Loyalist
14885,132,1,765.3199999999999,2,1,3,213,Others
14886,253,1,364.8,1,1,2,112,Lost
14887,80,1,1862.0,2,1,4,214,Others
14888,208,1,369.2,1,1,2,112,Lost
14889,337,1,135.9,1,1,1,111,Lost
14890,254,1,125.65,1,1,1,111,Lost
14891,149,2,554.38,2,3,3,233,Hibernating
14893,10,2,1237.85,5,3,4,534,Others
14894,86,1,655.75,2,1,3,213,Others
14895,8,20,11138.71,5,5,5,555,Champions
14896,205,2,468.77,1,3,2,132,Hibernating
14897,8,4,1366.38,5,4,4,544,Loyal Customers
14898,24,6,1269.31,4,5,4,454,Potential Loyalist
14901,12,9,1421.29,5,5,4,554,Loyal Customers
14902,26,1,332.66,4,1,2,412,Need Attention
14903,22,5,2795.33,4,4,5,445,Potential Loyalist
14904,3,2,1025.44,5,3,4,534,Others
14905,158,2,616.15,2,3,3,233,Hibernating
14907,4,7,3501.1,5,5,5,555,Champions
14908,75,1,277.8,2,1,2,212,Lost
14910,3,4,434.35,5,4,2,542,Others
14911,2,198,136161.83,5,5,5,555,Champions
14912,17,2,867.85,4,3,3,433,Potential Loyalist
14913,36,4,1227.43,3,4,4,344,Potential Loyalist
14915,92,2,307.48,2,3,2,232,Hibernating
14916,71,4,1268.98,3,4,4,344,Potential Loyalist
14918,116,2,1610.15,2,3,4,234,Others
14920,213,2,977.77,1,3,4,134,Others
14921,31,2,1316.07,4,3,4,434,Potential Loyalist
14923,51,1,749.1,3,1,3,313,Others
14924,246,1,310.05,1,1,2,112,Lost
14929,33,1,223.88,4,1,1,411,Need Attention
14930,109,3,2362.96,2,3,5,235,Others
14931,5,4,864.6800000000001,5,4,3,543,Others
14932,366,1,313.53,1,1,2,112,Lost
14934,82,2,1890.94,2,3,4,234,Others
14935,298,1,1784.71,1,1,4,114,Others
14936,34,8,8137.02,3,5,5,355,Potential Loyalist
14937,57,3,1621.88,3,3,4,334,Potential Loyalist
14944,30,12,5900.25,4,5,5,455,Potential Loyalist
14946,15,1,100.9,5,1,1,511,Need Attention
14947,73,2,290.82,2,3,2,232,Hibernating
14948,24,6,1101.97,4,5,4,454,Potential Loyalist
14950,20,1,371.2,4,1,2,412,Need Attention
14951,80,1,311.69,2,1,2,212,Lost
14952,60,11,8099.49,3,5,5,355,Potential Loyalist
14953,26,1,285.67,4,1,2,412,Need Attention
14954,13,1,294.85,5,1,2,512,Need Attention
14957,254,1,58.49,1,1,1,111,Lost
14958,148,3,483.73,2,3,3,233,Hibernating
14959,65,4,695.42,3,4,3,343,Potential Loyalist
14960,9,2,221.27,5,3,1,531,New Customers
14961,11,9,7044.68,5,5,5,555,Champions
14962,271,1,126.7,1,1,1,111,Lost
14963,10,5,1472.34,5,4,4,544,Loyal Customers
14964,248,1,206.21,1,1,1,111,Lost
14965,97,2,596.09,2,3,3,233,Hibernating
14966,15,1,183.02,5,1,1,511,Need Attention
14967,50,1,463.8,3,1,2,312,Need Attention
14968,31,1,147.59,4,1,1,411,Need Attention
14970,69,4,1592.06,3,4,4,344,Potential Loyalist
14971,36,3,1097.98,3,3,4,334,Potential Loyalist
14972,129,1,114.77,2,1,1,211,Lost
14973,108,3,1314.45,2,3,4,234,Others
14974,38,1,89.94,3,1,1,311,Need Attention
14975,58,1,279.94,3,1,2,312,Need Attention
14976,58,6,774.86,3,5,3,353,Potential Loyalist
14978,73,5,1921.37,2,4,4,244,At Risk
14981,247,1,102.12,1,1,1,111,Lost
14984,20,2,202.37,4,3,1,431,Promising
14985,199,2,292.01,1,3,2,132,Hibernating
14987,16,2,326.4,4,3,2,432,Promising
14988,212,1,334.54,1,1,2,112,Lost
14995,39,2,231.98,3,3,1,331,Others
14997,47,3,546.2,3,3,3,333,Potential Loyalist
14998,171,2,414.87,2,3,2,232,Hibernating
15000,48,1,490.52,3,1,3,313,Others
15002,116,4,1641.76,2,4,4,244,At Risk
15004,148,1,1220.38,2,1,4,214,Others
15005,16,28,6293.67,4,5,5,455,Potential Loyalist
15006,52,1,475.43,3,1,2,312,Need Attention
15007,160,1,156.91,2,1,1,211,Lost
15009,13,3,1259.43,5,3,4,534,Others
15010,36,1,308.94,3,1,2,312,Need Attention
15012,54,2,405.04,3,3,2,332,Others
15014,44,2,257.67,3,3,2,332,Others
15016,173,1,170.04,2,1,1,211,Lost
15017,34,1,125.58,3,1,1,311,Need Attention
15018,39,3,496.21,3,3,3,333,Potential Loyalist
15019,267,1,252.81,1,1,2,112,Lost
15021,9,9,1871.77,5,5,4,554,Loyal Customers
15022,12,4,852.39,5,4,3,543,Others
15023,4,11,6701.51,5,5,5,555,Champions
15024,10,10,1636.43,5,5,4,554,Loyal Customers
15025,34,1,361.96,3,1,2,312,Need Attention
15026,81,3,464.2,2,3,2,232,Hibernating
15027,31,4,1066.15,4,4,4,444,Potential Loyalist
15028,9,4,627.13,5,4,3,543,Others
15030,72,2,518.28,3,3,3,333,Potential Loyalist
15031,5,4,653.19,5,4,3,543,Others
15032,257,3,4959.1,1,3,5,135,Others
15033,5,10,2553.88,5,5,5,555,Champions
15034,16,8,4274.16,4,5,5,455,Potential Loyalist
15035,90,1,252.73,2,1,2,212,Lost
15036,73,3,429.56,2,3,2,232,Hibernating
15038,59,6,685.74,3,5,3,353,Potential Loyalist
15039,10,47,19766.59,5,5,5,555,Champions
15041,171,1,179.93,2,1,1,211,Lost
15042,200,1,135.93,1,1,1,111,Lost
15043,32,1,537.0,4,1,3,413,Promising
15044,20,17,7634.73,4,5,5,455,Potential Loyalist
15045,152,2,735.66,2,3,3,233,Hibernating
15046,10,15,5071.47,5,5,5,555,Champions
15047,270,1,343.62,1,1,2,112,Lost
15048,66,4,381.0,3,4,2,342,Others
15049,274,1,121.17000000000002,1,1,1,111,Lost
15050,26,3,1737.69,4,3,4,434,Potential Loyalist
15051,24,3,1383.36,4,3,4,434,Potential Loyalist
15052,320,1,207.73,1,1,1,111,Lost
15053,5,3,693.95,5,3,3,533,New Customers
15054,13,2,302.1,5,3,2,532,New Customers
15057,276,2,1489.5,1,3,4,134,Others
15058,26,11,2102.54,4,5,5,455,Potential Loyalist
15059,41,9,1337.72,3,5,4,354,Potential Loyalist
15060,9,4,293.0,5,4,2,542,Others
15061,4,48,54534.14,5,5,5,555,Champions
15062,72,4,987.86,3,4,4,344,Potential Loyalist
15063,214,1,370.8,1,1,2,112,Lost
15065,38,4,3158.13,3,4,5,345,Potential Loyalist
15066,54,1,893.59,3,1,3,313,Others
15067,79,3,1744.76,2,3,4,234,Others
15068,47,2,553.36,3,3,3,333,Potential Loyalist
15069,180,1,1109.53,2,1,4,214,Others
15070,373,1,106.2,1,1,1,111,Lost
15071,94,2,982.07,2,3,4,234,Others
15073,10,3,1043.41,5,3,4,534,Others
15074,106,1,735.67,2,1,3,213,Others
15075,78,1,773.03,2,1,3,213,Others
15076,173,1,880.85,2,1,3,213,Others
15078,8,32,9743.11,5,5,5,555,Champions
15079,213,4,895.61,1,4,3,143,Hibernating
15081,23,5,504.8,4,4,3,443,Potential Loyalist
15083,257,1,88.2,1,1,1,111,Lost
15087,282,1,306.94,1,1,2,112,Lost
15088,22,2,1160.07,4,3,4,434,Potential Loyalist
15089,11,6,2420.84,5,5,5,555,Champions
15090,309,1,381.32,1,1,2,112,Lost
15091,68,1,480.71,3,1,2,312,Need Attention
15092,216,2,457.81,1,3,2,132,Hibernating
15093,19,6,4597.02,4,5,5,455,Potential Loyalist
15095,104,4,1370.6,2,4,4,244,At Risk
15096,43,1,219.39,3,1,1,311,Need Attention
15097,5,1,248.08,5,1,2,512,Need Attention
15098,183,3,39916.5,1,3,5,135,Others
15099,85,1,410.48,2,1,2,212,Lost
15100,334,3,876.0,1,3,3,133,Hibernating
15101,9,2,317.53000000000003,5,3,2,532,New Customers
15103,32,2,703.36,4,3,3,433,Potential Loyalist
15104,197,2,993.54,1,3,4,134,Others
15105,19,7,2298.93,4,5,5,455,Potential Loyalist
15106,18,5,1422.52,4,4,4,444,Potential Loyalist
15107,312,6,319.5,1,5,2,152,Others
15108,142,3,1159.25,2,3,4,234,Others
15109,246,1,484.95,1,1,3,113,Others
15110,24,4,996.1,4,4,4,444,Potential Loyalist
15111,30,3,1567.48,4,3,4,434,Potential Loyalist
15113,10,3,3509.04,5,3,5,535,Others
15114,31,10,2760.56,4,5,5,455,Potential Loyalist
15115,19,1,340.11,4,1,2,412,Need Attention
15116,18,4,1352.75,4,4,4,444,Potential Loyalist
15117,15,5,1551.78,5,4,4,544,Loyal Customers
15118,135,1,244.8,2,1,1,211,Lost
15119,246,1,266.4,1,1,2,112,Lost
15120,134,1,358.82,2,1,2,212,Lost
15121,51,2,457.72,3,3,2,332,Others
15122,115,3,1633.78,2,3,4,234,Others
15123,8,2,2199.31,5,3,5,535,Others
15124,23,2,184.19,4,3,1,431,Promising
15125,26,15,11528.48,4,5,5,455,Potential Loyalist
15127,66,1,406.53,3,1,2,312,Need Attention
15128,61,4,1471.0,3,4,4,344,Potential Loyalist
15129,51,11,3447.4,3,5,5,355,Potential Loyalist
15130,170,1,330.11,2,1,2,212,Lost
15132,19,5,977.93,4,4,4,444,Potential Loyalist
15133,128,3,982.42,2,3,4,234,Others
15134,15,8,1387.99,5,5,4,554,Loyal Customers
15135,240,1,139.05,1,1,1,111,Lost
15136,3,4,1286.7,5,4,4,544,Loyal Customers
15139,240,2,178.95999999999998,1,3,1,131,Hibernating
15140,53,7,2354.25,3,5,5,355,Potential Loyalist
15142,47,1,498.74,3,1,3,313,Others
15143,226,1,259.45,1,1,2,112,Lost
15144,9,17,6580.44,5,5,5,555,Champions
15145,5,4,1194.73,5,4,4,544,Loyal Customers
15146,165,2,1327.16,2,3,4,234,Others
15147,241,1,623.5,1,1,3,113,Others
15148,11,1,301.29,5,1,2,512,Need Attention
15149,134,1,520.8,2,1,3,213,Others
15150,18,10,5291.33,4,5,5,455,Potential Loyalist
15152,10,13,4745.69,5,5,5,555,Champions
15153,32,1,329.25,4,1,2,412,Need Attention
15154,76,1,254.28,2,1,2,212,Lost
15156,2,3,961.49,5,3,4,534,Others
15157,4,3,1936.07,5,3,4,534,Others
15158,46,1,401.4,3,1,2,312,Need Attention
15159,2,30,18641.01,5,5,5,555,Champions
15160,358,1,158.16,1,1,1,111,Lost
15163,19,2,304.47,4,3,2,432,Promising
15164,69,3,824.58,3,3,3,333,Potential Loyalist
15165,374,1,487.75,1,1,3,113,Others
15167,321,1,158.8,1,1,1,111,Lost
15168,26,1,106.56,4,1,1,411,Need Attention
15171,332,1,1289.5,1,1,4,114,Others
15172,9,5,1624.05,5,4,4,544,Loyal Customers
15174,323,1,135.75,1,1,1,111,Lost
15175,72,1,224.14,3,1,1,311,Need Attention
15178,261,1,40.5,1,1,1,111,Lost
15179,19,5,2206.95,4,4,5,445,Potential Loyalist
15180,368,1,87.5,1,1,1,111,Lost
15181,67,3,689.48,3,3,3,333,Potential Loyalist
15182,155,2,622.85,2,3,3,233,Hibernating
15184,30,2,402.2,4,3,2,432,Promising
15185,71,1,310.62,3,1,2,312,Need Attention
15186,15,2,411.41,5,3,2,532,New Customers
15187,2,15,4762.18,5,5,5,555,Champions
15189,2,41,16225.39,5,5,5,555,Champions
15192,120,3,1044.32,2,3,4,234,Others
15193,61,1,499.32,3,1,3,313,Others
15194,4,15,7616.53,5,5,5,555,Champions
15195,3,1,3861.0,5,1,5,515,Others
15197,11,3,1079.61,5,3,4,534,Others
15198,93,2,193.64,2,3,1,231,Hibernating
15199,60,4,1268.7,3,4,4,344,Potential Loyalist
15201,88,5,1236.54,2,4,4,244,At Risk
15203,26,6,1827.8,4,5,4,454,Potential Loyalist
15204,358,1,316.58,1,1,2,112,Lost
15205,86,2,653.24,2,3,3,233,Hibernating
15206,11,4,420.3,5,4,2,542,Others
15208,2,5,870.12,5,4,3,543,Others
15210,226,1,331.18,1,1,2,112,Lost
15211,61,2,894.41,3,3,3,333,Potential Loyalist
15212,242,1,101.8,1,1,1,111,Lost
15213,319,2,328.35,1,3,2,132,Hibernating
15214,2,8,1661.44,5,5,4,554,Loyal Customers
15215,47,3,734.9399999999999,3,3,3,333,Potential Loyalist
15216,88,1,96.6,2,1,1,211,Lost
15218,11,11,5756.89,5,5,5,555,Champions
15219,177,1,305.75,2,1,2,212,Lost
15220,52,6,1778.96,3,5,4,354,Potential Loyalist
15221,367,1,403.25,1,1,2,112,Lost
15222,319,1,585.0,1,1,3,113,Others
15223,226,2,755.75,1,3,3,133,Hibernating
15224,359,2,322.08,1,3,2,132,Hibernating
15225,235,1,409.4,1,1,2,112,Lost
15226,311,1,154.41,1,1,1,111,Lost
15227,37,5,1219.4,3,4,4,344,Potential Loyalist
15228,67,4,3386.71,3,4,5,345,Potential Loyalist
15230,240,2,429.6,1,3,2,132,Hibernating
15232,114,2,612.06,2,3,3,233,Hibernating
15234,277,1,197.0,1,1,1,111,Lost
15235,218,12,2247.51,1,5,5,155,At Risk
15236,299,1,321.05,1,1,2,112,Lost
15237,2,4,1412.32,5,4,4,544,Loyal Customers
15238,30,3,1071.99,4,3,4,434,Potential Loyalist
15239,11,2,780.59,5,3,3,533,New Customers
15240,45,5,1706.57,3,4,4,344,Potential Loyalist
15241,67,8,1756.44,3,5,4,354,Potential Loyalist
15243,75,1,316.68,2,1,2,212,Lost
15244,66,2,631.5699999999999,3,3,3,333,Potential Loyalist
15245,135,3,2515.84,2,3,5,235,Others
15246,239,2,514.15,1,3,3,133,Hibernating
15247,123,1,356.0,2,1,2,212,Lost
15249,32,13,6688.46,4,5,5,455,Potential Loyalist
15251,10,11,10484.99,5,5,5,555,Champions
15252,37,2,740.78,3,3,3,333,Potential Loyalist
15253,17,5,918.2,4,4,3,443,Potential Loyalist
15254,128,1,300.36,2,1,2,212,Lost
15255,67,1,890.85,3,1,3,313,Others
15256,149,1,98.45,2,1,1,211,Lost
15257,284,1,317.15,1,1,2,112,Lost
15258,169,2,623.16,2,3,3,233,Hibernating
15260,101,7,1810.77,2,5,4,254,At Risk
15261,136,1,254.82,2,1,2,212,Lost
15262,324,1,178.95,1,1,1,111,Lost
15263,107,1,156.51,2,1,1,211,Lost
15264,65,1,393.74,3,1,2,312,Need Attention
15265,152,2,1506.12,2,3,4,234,Others
15266,339,1,119.3,1,1,1,111,Lost
15267,23,5,1717.36,4,4,4,444,Potential Loyalist
15269,24,1,408.8,4,1,2,412,Need Attention
15270,16,7,2379.49,4,5,5,455,Potential Loyalist
15271,8,15,2493.34,5,5,5,555,Champions
15272,58,2,721.94,3,3,3,333,Potential Loyalist
15274,5,2,716.5699999999999,5,3,3,533,New Customers
15275,38,1,615.14,3,1,3,313,Others
15276,67,1,128.63,3,1,1,311,Need Attention
15277,47,1,255.9,3,1,2,312,Need Attention
15279,355,1,290.51,1,1,2,112,Lost
15280,173,1,113.12,2,1,1,211,Lost
15281,59,9,2332.15,3,5,5,355,Potential Loyalist
15286,50,1,240.55,3,1,1,311,Need Attention
15287,23,2,486.69,4,3,3,433,Potential Loyalist
15288,44,5,2306.52,3,4,5,345,Potential Loyalist
15289,30,3,939.78,4,3,4,434,Potential Loyalist
15290,5,18,7943.22,5,5,5,555,Champions
15291,26,14,4623.3,4,5,5,455,Potential Loyalist
15292,202,1,178.39,1,1,1,111,Lost
15296,51,6,3672.86,3,5,5,355,Potential Loyalist
15297,11,3,641.94,5,3,3,533,New Customers
15298,3,12,4799.9,5,5,5,555,Champions
15299,68,6,3907.01,3,5,5,355,Potential Loyalist
15300,65,1,496.44,3,1,3,313,Others
15301,51,12,5049.95,3,5,5,355,Potential Loyalist
15303,291,1,574.02,1,1,3,113,Others
15304,61,8,694.4,3,5,3,353,Potential Loyalist
15306,65,3,1174.35,3,3,4,334,Potential Loyalist
15307,96,1,205.3,2,1,1,211,Lost
15308,275,1,310.47,1,1,2,112,Lost
15311,1,91,60632.75,5,5,5,555,Champions
15312,76,4,924.85,2,4,4,244,At Risk
15313,111,1,52.0,2,1,1,211,Lost
15314,200,1,327.97,1,1,2,112,Lost
15315,65,2,570.5,3,3,3,333,Potential Loyalist
15316,327,1,165.0,1,1,1,111,Lost
15318,4,1,312.62,5,1,2,512,Need Attention
15319,284,1,204.5,1,1,1,111,Lost
15320,45,1,267.13,3,1,2,312,Need Attention
15321,71,3,2748.31,3,3,5,335,Potential Loyalist
15322,86,1,679.68,2,1,3,213,Others
15325,104,1,161.74,2,1,1,211,Lost
15326,334,1,311.71,1,1,2,112,Lost
15327,53,1,208.75,3,1,1,311,Need Attention
15329,40,3,1049.7,3,3,4,334,Potential Loyalist
15330,33,2,714.9599999999999,4,3,3,433,Potential Loyalist
15332,367,4,1661.06,1,4,4,144,At Risk
15333,209,1,1028.56,1,1,4,114,Others
15334,157,3,347.87,2,3,2,232,Hibernating
15335,54,1,170.22,3,1,1,311,Need Attention
15339,67,2,574.07,3,3,3,333,Potential Loyalist
15341,81,1,2020.52,2,1,4,214,Others
15342,130,1,406.09,2,1,2,212,Lost
15343,88,1,364.5,2,1,2,212,Lost
15344,1,3,563.94,5,3,3,533,New Customers
15345,46,1,393.54,3,1,2,312,Need Attention
15346,333,1,252.42,1,1,2,112,Lost
15347,367,1,201.6,1,1,1,111,Lost
15348,73,1,158.04,2,1,1,211,Lost
15349,159,2,463.91,2,3,2,232,Hibernating
15350,374,1,115.65,1,1,1,111,Lost
15351,13,7,1934.66,5,5,4,554,Loyal Customers
15353,255,2,770.12,1,3,3,133,Hibernating
15355,30,2,277.05,4,3,2,432,Promising
15356,32,10,2718.03,4,5,5,455,Potential Loyalist
15358,5,22,8347.2,5,5,5,555,Champions
15360,40,1,427.93,3,1,2,312,Need Attention
15361,362,1,418.92,1,1,2,112,Lost
15363,373,1,326.0,1,1,2,112,Lost
15364,96,2,913.19,2,3,3,233,Hibernating
15365,26,7,2314.32,4,5,5,455,Potential Loyalist
15366,76,2,602.51,2,3,3,233,Hibernating
15367,58,4,1877.59,3,4,4,344,Potential Loyalist
15368,22,1,446.94,4,1,2,412,Need Attention
15370,41,7,2386.05,3,5,5,355,Potential Loyalist
15372,138,1,2007.4,2,1,4,214,Others
15373,9,12,2415.91,5,5,5,555,Champions
15374,129,1,168.0,2,1,1,211,Lost
15376,41,3,1221.56,3,3,4,334,Potential Loyalist
15379,170,7,3703.29,2,5,5,255,At Risk
15380,9,5,1690.26,5,4,4,544,Loyal Customers
15381,214,2,596.85,1,3,3,133,Hibernating
15382,15,6,5955.71,5,5,5,555,Champions
15384,170,2,642.41,2,3,3,233,Hibernating
15385,41,1,316.88,3,1,2,312,Need Attention
15386,187,1,394.14,1,1,2,112,Lost
